LA (code),LA (name),EstablishmentName,EstablishmentTypeGroup (name),Gender (name),ReligiousCharacter (name),NumberOfPupils,NumberOfBoys,NumberOfGirls,PercentageFSM,Street,Address3,Town,County (code),County (name),Postcode,GOR (code),GOR (name),DistrictAdministrative (code),DistrictAdministrative (name),GSSLACode (code),GSSLACode (name),Easting,Northing,MSOA (name),LSOA (name),PropsName,Country (code),Country (name),MSOA (code),LSOA (code),FSM,Latitude,Longitude
815,North Yorkshire,Fyling Hall School,Independent schools,Mixed,,174.0,77.0,97.0,,Robin Hoods Bay,,Whitby,24,North Yorkshire,YO22 4QD,D,Yorkshire and the Humber,E06000065,North Yorkshire,E06000065,E06000065,493683,504305,Scarborough 004,Scarborough 004G,Fyling Hall School Trust Ltd,0,,E02005798,E01034973,,54.42555546319390,-0.5575404472793340
815,North Yorkshire,Ampleforth College,Independent schools,Mixed,Catholic,404.0,211.0,193.0,,Ampleforth,,York,24,North Yorkshire,YO62 4ER,D,Yorkshire and the Humber,E06000065,North Yorkshire,E06000065,E06000065,459856,478833,Ryedale 003,Ryedale 003A,St Laurence Education Trust,0,,E02005790,E01027775,,54.201762469275800,-1.0839289290749000
815,North Yorkshire,Aysgarth School,Independent schools,Mixed,,219.0,161.0,58.0,,Newton-le-Willows,,Bedale,24,North Yorkshire,DL8 1TF,D,Yorkshire and the Humber,E06000065,North Yorkshire,E06000065,E06000065,420855,488986,Richmondshire 006,Richmondshire 006D,Governing body of Rugby School,0,,E02005787,E01027758,,54.296069800183900,-1.6810767881568700
815,North Yorkshire,Giggleswick School,Independent schools,Mixed,Church of England,398.0,204.0,194.0,,Giggleswick,,Settle,24,North Yorkshire,BD24 0DE,D,Yorkshire and the Humber,E06000065,North Yorkshire,E06000065,E06000065,381043,463971,Craven 003,Craven 003B,Giggleswick School,0,,E02005744,E01027571,,54.071318550413400,-2.291180892702380
815,North Yorkshire,Harrogate Ladies' College,Independent schools,Mixed,,486.0,111.0,375.0,,Clarence Drive,,Harrogate,99,,HG1 2QG,D,Yorkshire and the Humber,E06000065,North Yorkshire,E06000065,E06000065,429535,455678,Harrogate 015,Harrogate 015B,Harrogate Ladies College Ltd,0,,E02005775,E01027655,,53.99629967307200,-1.5509661278880200
815,North Yorkshire,Queen Ethelburga's Prep School,Independent schools,Mixed,,828.0,454.0,374.0,,Thorpe Underwood Hall,Thorpe Underwood,York,24,North Yorkshire,YO26 9SS,D,Yorkshire and the Humber,E06000065,North Yorkshire,E06000065,E06000065,446406,459389,Harrogate 016,Harrogate 016D,The Collegiate Formation Limited,0,,E02005776,E01027696,,54.02841402374610,-1.293070684285120
815,North Yorkshire,Belmont Grosvenor School,Independent schools,Mixed,,142.0,80.0,62.0,,Swarcliffe Hall,,Harrogate,24,North Yorkshire,HG3 2JG,D,Yorkshire and the Humber,E06000065,North Yorkshire,E06000065,E06000065,423546,459407,Harrogate 018,Harrogate 018A,Belmont-Birklands Sch Trust Ltd,0,,E02005778,E01027682,,54.030120244217600,-1.64203205267829
815,North Yorkshire,Read School,Independent schools,Mixed,,257.0,154.0,103.0,,Drax,,Selby,24,North Yorkshire,YO8 8NL,D,Yorkshire and the Humber,E06000065,North Yorkshire,E06000065,E06000065,467706,426701,Selby 008,Selby 008B,"The Read School, Drax, Trustee Limited",0,,E02005816,E01027884,,53.73231679893960,-0.9751674056412720
815,North Yorkshire,Cundall Manor School,Independent schools,Mixed,,264.0,143.0,121.0,,Cundall,North Yorkshire,,99,,YO61 2RW,D,Yorkshire and the Humber,E06000065,North Yorkshire,E06000065,E06000065,442083,473010,Harrogate 003,Harrogate 003D,Cundall Manor Ltd,0,,E02005763,E01027737,,54.15119499342980,-1.357170817585190
815,North Yorkshire,Brackenfield School,Independent schools,Mixed,,137.0,82.0,55.0,,128 Duchy Road,,Harrogate,24,North Yorkshire,HG1 2HE,D,Yorkshire and the Humber,E06000065,North Yorkshire,E06000065,E06000065,428554,455173,Harrogate 020,Harrogate 020B,Harrogate Preparatory School Ltd.,0,,E02005780,E01027654,,53.99181597013820,-1.5659768775665700
815,North Yorkshire,Ashville College,Independent schools,Mixed,,781.0,426.0,355.0,,Green Lane,,Harrogate,24,North Yorkshire,HG2 9JP,D,Yorkshire and the Humber,E06000065,North Yorkshire,E06000065,E06000065,429445,453184,Harrogate 020,Harrogate 020G,Ashville College Trustee Ltd,0,,E02005780,E01027719,,53.97389021777330,-1.552579081539070
816,York,York Steiner School,Independent schools,Mixed,,194.0,93.0,101.0,,Danesmead,York,York,24,North Yorkshire,YO10 4PB,D,Yorkshire and the Humber,E06000014,York,E06000014,E06000014,460660,450006,York 019,York 019C,York Steiner School Ltd,GB,United Kingdom,E02002790,E01013362,,53.9426181023258,-1.0773659445637700
815,North Yorkshire,Wharfedale Montessori School,Independent schools,Mixed,,30.0,21.0,9.0,,Bolton Abbey,,Skipton,24,North Yorkshire,BD23 6AN,D,Yorkshire and the Humber,E06000065,North Yorkshire,E06000065,E06000065,405028,457281,Craven 009,Craven 009D,Wharfedale Montessori Limited,0,,E02007041,E01027557,,54.01152121941330,-1.9247658263850100
941,West Northamptonshire,Winchester House School,Independent schools,Mixed,,338.0,186.0,152.0,,44 High Street,Northamptonshire,,99,,NN13 7AZ,E,East Midlands,E06000062,West Northamptonshire,E06000062,E06000062,458663,237215,West Northamptonshire 053,West Northamptonshire 053B,Stowe School Limited,0,,E02005690,E01027267,,52.03025165044110,-1.1463364022575700
940,North Northamptonshire,St Peter's School,Independent schools,Mixed,Christian,105.0,46.0,59.0,,52 Headlands,Northamptonshire,,99,,NN15 6DJ,E,East Midlands,E06000061,North Northamptonshire,E06000061,E06000061,486641,277747,North Northamptonshire 018,North Northamptonshire 018B,Sunnylands Ltd,0,,E02005645,E01027113,,52.39090155913610,-0.728258293877888
940,North Northamptonshire,Oundle School,Independent schools,Mixed,,1134.0,659.0,475.0,,The Great Hall,Oundle,Northamptonshire,99,,PE8 4GH,E,East Midlands,E06000061,North Northamptonshire,E06000061,E06000061,504051,288240,North Northamptonshire 010,North Northamptonshire 010E,Governing Body of Oundle School,0,,E02005630,E01027048,,52.48217237666390,-0.4692491868374990
940,North Northamptonshire,Wellingborough School,Independent schools,Mixed,Church of England,800.0,465.0,335.0,,London Road,,Wellingborough,25,Northamptonshire,NN8 2BX,E,East Midlands,E06000061,North Northamptonshire,E06000061,E06000061,489592,267421,North Northamptonshire 030,North Northamptonshire 030B,Wellingborough School,0,,E02005695,E01027314,,52.29761922378070,-0.6876569512858300
941,West Northamptonshire,Spratton Hall School,Independent schools,Mixed,,374.0,195.0,179.0,,Smith Street,Northamptonshire,,99,,NN6 8HP,E,East Midlands,E06000062,West Northamptonshire,E06000062,E06000062,471700,270401,West Northamptonshire 002,West Northamptonshire 002E,Spratton Hall School Trust Ltd,0,,E02005620,E01027022,,52.327028498399100,-0.9493350682356140
941,West Northamptonshire,Quinton House School,Independent schools,Mixed,,426.0,227.0,199.0,,Upton Hall,Northampton,,99,,NN5 4UX,E,East Midlands,E06000062,West Northamptonshire,E06000062,E06000062,471656,260210,West Northamptonshire 035,West Northamptonshire 035A,Cognita Schools Ltd,0,,E02007072,E01032976,,52.235429835819000,-0.9521431803330670
941,West Northamptonshire,Akeley Wood Junior School,Independent schools,Mixed,,222.0,125.0,97.0,,Wicken Park Road,Milton Keynes,Northamptonshire,99,,MK19 6DA,E,East Midlands,E06000062,West Northamptonshire,E06000062,E06000062,474396,238211,West Northamptonshire 050,West Northamptonshire 050A,Cognita Schools Ltd,0,,E02005688,E01027280,,52.03732083491720,-0.9168346220611730
940,North Northamptonshire,Laxton Junior School,Independent schools,Mixed,,256.0,142.0,114.0,,East Road,Peterborough,,99,,PE8 4BX,E,East Midlands,E06000061,North Northamptonshire,E06000061,E06000061,504463,288351,North Northamptonshire 010,North Northamptonshire 010F,Governing body of Oundle School,0,,E02005630,E01027049,,52.483091282964,-0.4631499768077180
941,West Northamptonshire,Northampton High School GDST,Independent schools,Girls,,480.0,0.0,480.0,,Newport Pagnell Road,Northampton,,99,,NN4 6UU,E,East Midlands,E06000062,West Northamptonshire,E06000062,E06000062,476213,257427,West Northamptonshire 037,West Northamptonshire 037B,Girls' Day School Trust,GB,United Kingdom,E02005677,E01027201,,52.20980343687680,-0.88605322255252
941,West Northamptonshire,Bosworth Independent School,Independent schools,Mixed,,180.0,80.0,100.0,,The Newton Building,Northampton,,99,,NN2 6JA,E,East Midlands,E06000062,West Northamptonshire,E06000062,E06000062,475304,261650,West Northamptonshire 025,West Northamptonshire 025C,Bosworth Independent School Limited,0,,E02005664,E01027187,,52.247887410726400,-0.8984146568084370
941,West Northamptonshire,Pitsford School,Independent schools,Mixed,,220.0,124.0,96.0,,Moulton Road,Pitsford,Northampton,25,Northamptonshire,NN6 9AX,E,East Midlands,E06000062,West Northamptonshire,E06000062,E06000062,475720,267746,West Northamptonshire 003,West Northamptonshire 003E,Northamptonshire Independant Grammar School Charity Trust Ltd,0,,E02005623,E01035401,,52.302624852233300,-0.8909559753336830
929,Northumberland,Longridge Towers School,Independent schools,Mixed,,309.0,142.0,167.0,,,,Berwick-upon-Tweed,26,Northumberland,TD15 2XQ,A,North East,E06000057,Northumberland,E06000057,E06000057,395822,649956,Northumberland 002,Northumberland 002D,Longridge Towers School Ltd,0,,E02005707,E01027382,,55.7429684818408,-2.0681135318603000
929,Northumberland,Mowden Hall School,Independent schools,Mixed,,227.0,127.0,100.0,,,,Stocksfield,26,Northumberland,NE43 7TP,A,North East,E06000057,Northumberland,E06000057,E06000057,404249,565152,Northumberland 036,Northumberland 036A,"St Peter’s College, Radley",0,,E02005729,E01027483,,54.98095402570010,-1.935142168807320
891,Nottinghamshire,Highfields School,Independent schools,Mixed,,107.0,64.0,43.0,,London Road,,Newark,27,Nottinghamshire,NG24 3AL,E,East Midlands,E07000175,Newark and Sherwood,E10000024,E10000024,481106,352830,Newark and Sherwood 011,Newark and Sherwood 011A,Highfields Independant School and Nursery,0,,E02005903,E01028285,,53.06656471800370,-0.7910536142108240
891,Nottinghamshire,Worksop College,Independent schools,Mixed,Church of England,751.0,403.0,348.0,,Cuthberts Avenue,Nottinghamshire,Worksop,27,Nottinghamshire,S80 3AP,E,East Midlands,E07000171,Bassetlaw,E10000024,E10000024,459882,377195,Bassetlaw 014,Bassetlaw 014E,Woodard Schools (Notts) Ltd,0,,E02005848,E01028064,,53.28834787817030,-1.1031891533028500
892,Nottingham,Hollygirt School,Independent schools,Mixed,,212.0,122.0,90.0,,Elm Avenue,,Nottingham,27,Nottinghamshire,NG3 4GF,E,East Midlands,E06000018,Nottingham,E06000018,E06000018,457262,341126,Nottingham 023,Nottingham 023D,Hollygirt School,0,,E02002890,E01013961,,52.964449632529300,-1.1489130699585600
892,Nottingham,St Joseph's School,Independent schools,Mixed,,93.0,59.0,34.0,,33 Derby Road,,Nottingham,27,Nottinghamshire,NG1 5AW,E,East Midlands,E06000018,Nottingham,E06000018,E06000018,456672,340065,Nottingham 028,Nottingham 028E,St Joseph's School,0,,E02002895,E01032520,,52.954975636776600,-1.1578813873083000
892,Nottingham,Nottingham High School,Independent schools,Mixed,,1186.0,735.0,451.0,,Waverley Mount,,Nottingham,27,Nottinghamshire,NG7 4ED,E,East Midlands,E06000018,Nottingham,E06000018,E06000018,456562,340918,Nottingham 022,Nottingham 022C,Nottingham High School,0,,E02002889,E01013815,,52.962654206611700,-1.15936991022281
891,Nottinghamshire,Wellow House School,Independent schools,Mixed,,163.0,83.0,80.0,,Newark Road,notts,,99,,ng22 0ea,E,East Midlands,E07000175,Newark and Sherwood,E10000024,E10000024,466866,366200,Newark and Sherwood 003,Newark and Sherwood 003B,Alpha Schools (Holdings) Ltd,0,,E02005895,E01028312,,53.18869762888160,-1.0007445805815300
891,Nottinghamshire,Plumtree School,Independent schools,Mixed,,110.0,62.0,48.0,,Church Hill,,Nottingham,27,Nottinghamshire,NG12 5ND,E,East Midlands,E07000176,Rushcliffe,E10000024,E10000024,461316,332967,Rushcliffe 012,Rushcliffe 012C,Plumtree School Ltd,0,,E02005917,E01028421,,52.89066812210460,-1.0901025375474800
892,Nottingham,Nottingham Girls' High School GDST,Independent schools,Girls,,663.0,0.0,663.0,,9 Arboretum Street,,,27,Nottinghamshire,NG1 4JB,E,East Midlands,E06000018,Nottingham,E06000018,E06000018,456762,340920,Nottingham 022,Nottingham 022C,Girls' Day School Trust,GB,United Kingdom,E02002889,E01013815,,52.962651097593300,-1.1563923742015400
891,Nottinghamshire,Salterford House School,Independent schools,Mixed,,77.0,42.0,35.0,,Salterford Lane,,Nottingham,27,Nottinghamshire,NG14 6NZ,E,East Midlands,E07000173,Gedling,E10000024,E10000024,460709,352390,Gedling 002,Gedling 002C,David Allison,0,,E02005866,E01028152,,53.06531237310710,-1.0954857997709000
931,Oxfordshire,Tudor Hall School,Independent schools,Girls,Anglican,277.0,0.0,277.0,,Wykham Park,,Banbury,28,Oxfordshire,OX16 9UR,J,South East,E07000177,Cherwell,E10000025,E10000025,444079,238013,Cherwell 006,Cherwell 006E,Tudor Hall School,0,,E02005926,E01028434,,52.03877356185230,-1.3587942476790200
931,Oxfordshire,Bloxham School,Independent schools,Mixed,Church of England,575.0,334.0,241.0,,Bloxham,,Banbury,28,Oxfordshire,OX15 4PE,J,South East,E07000177,Cherwell,E10000025,E10000025,443091,236203,Cherwell 008,Cherwell 008D,The Woodward Corporation,0,,E02005928,E01028476,,52.02257892665130,-1.3734245187158900
931,Oxfordshire,Rupert House School,Independent schools,Mixed,,201.0,69.0,132.0,,90 Bell Street,Oxfordshire,Henley-on-Thames,28,Oxfordshire,RG9 2BN,J,South East,E07000179,South Oxfordshire,E10000025,E10000025,476094,182978,South Oxfordshire 016,South Oxfordshire 016C,Rupert House School Ltd,0,,E02005973,E01028652,,51.54058171341920,-0.9041818395826250
931,Oxfordshire,Kingham Hill School,Independent schools,Mixed,Protestant/Evangelical,326.0,188.0,138.0,,Kingham,,Chipping Norton,28,Oxfordshire,OX7 6TH,J,South East,E07000181,West Oxfordshire,E10000025,E10000025,426775,226164,West Oxfordshire 002,West Oxfordshire 002B,Dean Close Foundation,0,,E02005994,E01028796,,51.93334712789920,-1.6119780497089500
931,Oxfordshire,Sibford School,Independent schools,Mixed,Quaker,396.0,203.0,193.0,,Sibford Ferris,,Banbury,28,Oxfordshire,OX15 5QL,J,South East,E07000177,Cherwell,E10000025,E10000025,435806,237118,Cherwell 009,Cherwell 009E,Sibford School,0,,E02005929,E01028504,,52.03132155045880,-1.4794918154060200
931,Oxfordshire,St John's Priory School,Independent schools,Mixed,,61.0,27.0,34.0,,St John's Road,,Banbury,28,Oxfordshire,OX16 5HX,J,South East,E07000177,Cherwell,E10000025,E10000025,445354,240096,Cherwell 004,Cherwell 004A,St John's Priory School Ltd,0,,E02005924,E01028435,,52.057397216216000,-1.3399318867346100
931,Oxfordshire,St Mary's Preparatory,Independent schools,Mixed,,110.0,48.0,62.0,,13 St Andrew's Road,,,28,Oxfordshire,RG9 1HS,J,South East,E07000179,South Oxfordshire,E10000025,E10000025,476205,181916,South Oxfordshire 017,South Oxfordshire 017B,Wishford H4 Limited,GB,United Kingdom,E02005974,E01028654,,51.53101963645740,-0.9028111598285560
931,Oxfordshire,The Oratory School,Independent schools,Mixed,Roman Catholic,337.0,225.0,112.0,,Woodcote,South Oxfordshire,,99,,RG8 0PJ,J,South East,E07000179,South Oxfordshire,E10000025,E10000025,465410,181891,South Oxfordshire 018,South Oxfordshire 018F,The Oratory School Association,GB,United Kingdom,E02005975,E01028686,,51.53214653371950,-1.0584135674716300
931,Oxfordshire,Cokethorpe School,Independent schools,Mixed,Church of England/Roman Catholic,564.0,313.0,251.0,,Cokethorpe Park,,Witney,28,Oxfordshire,OX29 7PU,J,South East,E07000181,West Oxfordshire,E10000025,E10000025,437106,206170,West Oxfordshire 015,West Oxfordshire 015C,Cokethorpe Educational Trust Ltd,0,,E02006007,E01028801,,51.75299949885030,-1.4638631907509100
931,Oxfordshire,Shiplake College,Independent schools,Mixed,Church of England,537.0,415.0,122.0,,Shiplake Court,,Henley-on-Thames,28,Oxfordshire,RG9 4BW,J,South East,E07000179,South Oxfordshire,E10000025,E10000025,476870,178274,South Oxfordshire 019,South Oxfordshire 019C,Shiplake Court Ltd,0,,E02005976,E01028661,,51.49818890461340,-0.89401939932247
931,Oxfordshire,Oratory Preparatory School,Independent schools,Mixed,Roman Catholic,292.0,152.0,140.0,,Goring Heath,,,99,,RG8 7SF,J,South East,E07000179,South Oxfordshire,E10000025,E10000025,463948,180012,South Oxfordshire 018,South Oxfordshire 018C,Oratory Preparatory School Limited,GB,United Kingdom,E02005975,E01028643,,51.51542101623620,-1.079827913349560
931,Oxfordshire,Christ Church Cathedral School,Independent schools,Mixed,Church of England,127.0,118.0,9.0,,3 Brewer Street,,Oxford,28,Oxfordshire,OX1 1QW,J,South East,E07000178,Oxford,E10000025,E10000025,451335,205920,Oxford 008,Oxford 008B,Dean and Canons of Christ Church,0,,E02005947,E01028522,,51.749631542772300,-1.2577868939012100
931,Oxfordshire,Dragon School,Independent schools,Mixed,,796.0,427.0,369.0,,Bardwell Road,,Oxford,28,Oxfordshire,OX2 6SS,J,South East,E07000178,Oxford,E10000025,E10000025,451388,207942,Oxford 008,Oxford 008F,The Dragon School Trust Limited,0,,E02005947,E01035741,,51.76780509803370,-1.256720920168300
931,Oxfordshire,Headington Rye Oxford,Independent schools,Girls,,1150.0,25.0,1125.0,,Headington Road,,Oxford,28,Oxfordshire,OX3 7TD,J,South East,E07000178,Oxford,E10000025,E10000025,453825,206828,Oxford 006,Oxford 006F,Headington School Oxford Ltd,0,,E02005945,E01028540,,51.75756148936710,-1.2215811646143000
931,Oxfordshire,New College School,Independent schools,Boys,,156.0,156.0,0.0,,2 Savile Road,,Oxford,28,Oxfordshire,OX1 3UA,J,South East,E07000178,Oxford,E10000025,E10000025,451633,206706,Oxford 008,Oxford 008A,"New College, Oxford",0,,E02005947,E01028521,,51.75667060089030,-1.2533541252846100
931,Oxfordshire,St Edward's School,Independent schools,Mixed,Church of England,813.0,451.0,362.0,,Woodstock Road,,Oxford,28,Oxfordshire,OX2 7NN,J,South East,E07000178,Oxford,E10000025,E10000025,450604,208956,Oxford 002,Oxford 002D,St. Edward's School,0,,E02005941,E01028592,,51.77699252541280,-1.267933694764900
931,Oxfordshire,Summer Fields School,Independent schools,Boys,Church of England,321.0,321.0,0.0,,Mayfield Road,,Oxford,28,Oxfordshire,OX2 7EN,J,South East,E07000178,Oxford,E10000025,E10000025,450947,209070,Oxford 002,Oxford 002C,Summer Fields School Trust Ltd,0,,E02005941,E01028591,,51.777986370354400,-1.2629459070675800
931,Oxfordshire,Wychwood School,Independent schools,Mixed,,136.0,20.0,116.0,,72-74 Banbury Road,,Oxford,28,Oxfordshire,OX2 6JR,J,South East,E07000178,Oxford,E10000025,E10000025,451089,207838,Oxford 003,Oxford 003E,Wychwood School (Oxford) Ltd.,0,,E02005942,E01035740,,51.76689741033880,-1.2610687023049500
931,Oxfordshire,Cothill House,Independent schools,Mixed,,145.0,145.0,0.0,,Cothill,Oxfordshire,Abingdon,28,Oxfordshire,OX13 6JL,J,South East,E07000180,Vale of White Horse,E10000025,E10000025,446329,199555,Vale of White Horse 003,Vale of White Horse 003B,"St Peter’s College, Radley",0,,E02005980,E01028739,,51.69284229261620,-1.3311403576445600
931,Oxfordshire,St Hugh's School,Independent schools,Mixed,,327.0,172.0,155.0,,Carswell Manor,Oxfordshire,Oxfordshire,28,Oxfordshire,SN7 8PT,J,South East,E07000180,Vale of White Horse,E10000025,E10000025,432613,197711,Vale of White Horse 007,Vale of White Horse 007C,St Hugh's Sch (Carswell) Trust Ltd,0,,E02005984,E01028737,,51.67722477754560,-1.529737763123310
